title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Gram staining,gram-staining,SkUhjG0unx-,605,This brief description presents the mechanism of the gram staining and why Gram +ive bacteria hold on to Methylene blue vs. Gram -ive capturing Safranin.,[  ],57c6515c1a4f528e46bc4708,,
Alpha hemolytic streptococci,alpha-hemolytic-streptococci,SJD3jfAO3eb,500,This video is first in the series of videos presenting bacterial lab algorithm. Recalling the pathogens will become a breeze! Video presents characteristics of alpha hemolytic streptococci. Their bile and optochin solubility main metabolic properties tissues infected and pathologies caused. Video covers S. Viridans and S. Pneumoniae (Pneumococci),,57c6515c1a4f528e46bc4708,,
Pneumococcus (memory aid),pneumococcus-memory-aid,r1O3jf0u3gW,1083,This lecture presents visual memory aid for Pneumococcus identification virulance factors diseases and treatment.,,57c6515c1a4f528e46bc4708,,
"Corynebacterium Diptheriae ",corynebacterium-diptheriae,SkK3oGCunxW,219,"Gram +ive, nonspore forming rods. Usually arranged in V or L-shaped. These rods are club-shaped with beady appearance. Beads are filled with highly polymerized polyphosphate. This is how high energy phosphate bonds are stored. These beads appear metachromatic. Metachromatic means that these beads appear red when stained with a dye that stains the rest of the cell blue...\nFollowing topics are presented:\n*Properties\n*Target Population\n*Mode of Transmission\n*Pathogenesis\n*The mechanism of exotoxin\n*Clinical Findings\n*Complications\n*Treatment\n*Culture",,57c6515c1a4f528e46bc4708,,
ICU Module,icu-module,ryc2of0O2l-,318,Dr. Verduzco's interview,,57c6515d1a4f528e46bc47b2,,
Medical Fallacies,medical-fallacies,rJjhozRd2eZ,4431,Dr. Luis Verduzco presents following topics in Medical Fallacies\r\nHow the teaching may be based on poor data or empirical mindset.\r\nCrystalloids for Blood Tx.\r\nPlatelets and Fluid Wamers.\r\nGI Prophylaxis in the ICU.\r\nRenal Failure and Crystalloids.\r\nHypertoxic Harm.\r\nLactic Acidosis.\r\nKetamine and the Brain.\r\nAllen's Test.,,57c6515d1a4f528e46bc47b2,,
Management of Brain Trauma (Part 1),management-of-brain-trauma-part-1,S132sMCuhgW,1826,"In this lecture, we review neuroanatomy and neurophysiology as it pertains to traumatic brain injury (TBI). Various subtypes of TBI are described, and the ICU management of such emergencies is delineated. TBI complications are reviewed with a focus on Takotsubo cardiomyopathy.",[  ],57c6515d1a4f528e46bc47b2,,
Management of Brain Trauma (Part 2),management-of-brain-trauma-part-2,H16hjG0Ohlb,2169,"In this lecture, we review neuroanatomy and neurophysiology as it pertains to traumatic brain injury (TBI). Various subtypes of TBI are described, and the ICU management of such emergencies is delineated. TBI complications are reviewed with a focus on Takotsubo cardiomyopathy.",[  ],57c6515d1a4f528e46bc47b2,,
Hyperkalemia and its management,hyperkalemia-and-its-management,r10niGRdhgb,2769,"In this video, we discuss the physiology of potassium homeostasis as well as the mechanisms used by the body to maintain a stable potassium concentration. Three clinical examples of hyperkalemia are noted. The acute and subacute management of this life-threatening disorder is discussed.",[  ],57c6515d1a4f528e46bc47b2,,
Diagnosis and Treatment of Hyponatremia,diagnosis-and-treatment-of-hyponatremia,ry1ajfR_3e-,3955,"In this lecture, we review sodium homeostasis in the human body as well as hyponatremia. Critical care management of hyponatremia is discussed. The differential diagnosis of hyponatremia will be outlined and an approach to its etiology is reviewed.",[  ],57c6515d1a4f528e46bc47b2,,
"Cardiac Drugs: Inotropes, Vasopressors, and Vasodilators Part 1",cardiac-drugs-inotropes-vasopressors-and-vasodilators-part-1,ryxpoGAd3e-,2013,"In this lecture, we review the physiology of cardiac contraction and the cellular mechanisms involved in that process, including adrenergic receptors. Multiple inotropic and vasoactive agents are discussed in detail. Clinical examples are provided at the end of the lecture",,57c6515d1a4f528e46bc47b2,,
"Cardiac Drugs: Inotropes, Vasopressors, and Vasodilators Part 2",cardiac-drugs-inotropes-vasopressors-and-vasodilators-part-2,ByZ6jM0_2l-,2939,"In this lecture, we review the physiology of cardiac contraction and the cellular mechanisms involved in that process, including adrenergic receptors. Multiple inotropic and vasoactive agents are discussed in detail. Clinical examples are provided at the end of the lecture",,57c6515d1a4f528e46bc47b2,,
PA Catheter,pa-catheter,SyMTiGRdhlW,5417,"In this lecture, a PA catheter is shown to describe the various features of the actual catheter; indications and contraindications are noted. Waveform tracings and their relationship to the EKG are, in great detail, described; the critical data obtained from a PA catheter as well as dangerous pitfalls are highlighted. Additional cardivascular physiology principles such as the Fick cardiac output, the mixed venous oxygen tension, the wedge pressure, and the systolic pressure variation are described.",[  ],57c6515d1a4f528e46bc47b2,,
Management and Diagnosis of Sepsis and Septic Shock,management-and-diagnosis-of-sepsis-and-septic-shock,ryQasM0O2lW,6106,"Dr. Luis A. Verduzco\r\n\r\nIntensivist, Anaesthesiologist\r\n\r\nDr. Verduzco presents the diagnosis, labs, pathophysiology, and management of sepsis and septic shock.",[  ],57c6515d1a4f528e46bc47b2,,
Diagnosis and Management of Chronic Obstructive Pulmonary Disease (COPD),diagnosis-and-management-of-chronic-obstructive-pulmonary-disease-copd,HJN6oGROhlb,3991,"In this video, we review clinically pertinent respiratory anatomy and physiology as it relates to obstructive lung disease. Functional residual capacity, hypoxic pulmonary vasoconstriction and flow loops are reviewed. Obstructive pulmonary disease is discussed with an emphasis on emphysema and its pathophysiology, diagnosis and acute treatment during exacerbations.",[  ],57c6515d1a4f528e46bc47b2,,
Sedation and Analgesia,sedation-and-analgesia,ryBpjf0dheW,3069,ICU Station and analgesia\r\nThe armamentarium of the multimodule regiment for the ICU sedation while minimizing adverse effects.\r\nDefinition\r\nAlpha and beta elimination.\r\nContext sensitive half-life\r\nSedatives\r\nAnalgesia\r\nExam questions,[  ],57c6515d1a4f528e46bc47b2,,
Brain Developmental Abnormalities,brain-developmental-abnormalities,rkLaszCdhlZ,1368,This video presents the congenital abonormalities of the CNS.,,57c6515c1a4f528e46bc4708,,
Spinal Cord Development,spinal-cord-development,r1w6jGAdheW,1312,This video presents the high yield concepts for development of the spinal cord.,,57c6515c1a4f528e46bc4708,,
General Histology,general-histology,BkO6izCOheb,901,This video presents important cells of the nervous system with their function.,,57c6515c1a4f528e46bc4708,,
First Session-Renal Physiology: (part 1),first-session-renal-physiology-part-1,rJKasGRO2lb,599,,,57c6515c1a4f528e46bc4708,,
First Session-Renal Physiology: (part 2),first-session-renal-physiology-part-2,rJ9pizAOhxb,599,,,57c6515c1a4f528e46bc4708,,
First Session-Renal Physiology: (part 3),first-session-renal-physiology-part-3,Sys6ozAOneb,599,,,57c6515c1a4f528e46bc4708,,
First Session-Renal Physiology: (part 4),first-session-renal-physiology-part-4,BJn6jM0_2xZ,599,,,57c6515c1a4f528e46bc4708,,
First Session-Renal Physiology: (part 5),first-session-renal-physiology-part-5,Hyp6iMAd3lb,261,,,57c6515c1a4f528e46bc4708,,
Second Session-Renal Physiology: (part 1),second-session-renal-physiology-part-1,ByR6sfRdheW,599,,,57c6515c1a4f528e46bc4708,,
Second Session-Renal Physiology: (part 2),second-session-renal-physiology-part-2,HyJCjz0O3gZ,599,,,57c6515c1a4f528e46bc4708,,
Second Session-Renal Physiology: (part 3),second-session-renal-physiology-part-3,Skl0ozRd2gZ,599,,,57c6515c1a4f528e46bc4708,,
Second Session-Renal Physiology: (part 4),second-session-renal-physiology-part-4,BkbRoz0une-,531,,,57c6515c1a4f528e46bc4708,,
Fundametal of Renal System Lecture 2 Part 4/6,fundametal-of-renal-system-lecture-2-part-46,HyMAoMAdheW,599,,,57c6515c1a4f528e46bc4708,,
Fundametal of Renal System Lecture 2 Part 5/6,fundametal-of-renal-system-lecture-2-part-56,ByX0oz0_2xZ,600,,,57c6515c1a4f528e46bc4708,,
Fundametal of Renal System Lecture 2 Part 6/6,fundametal-of-renal-system-lecture-2-part-66,ryV0sf0_3lZ,431,,,57c6515c1a4f528e46bc4708,,
Third Session-Renal Physiology: (part 1),third-session-renal-physiology-part-1,SyrAsz0_ngb,599,,,57c6515c1a4f528e46bc4708,,
Third Session-Renal Physiology: (part 2),third-session-renal-physiology-part-2,BJUAoz0d2lW,599,,,57c6515c1a4f528e46bc4708,,
Third Session-Renal Physiology: (part 3),third-session-renal-physiology-part-3,Bkv0jz0dnxb,54,,,57c6515c1a4f528e46bc4708,,
Fourth Session-Renal Physiology: (part 1),fourth-session-renal-physiology-part-1,Hy_AofAd2e-,599,,,57c6515c1a4f528e46bc4708,,
Fourth Session-Renal Physiology: (part 2),fourth-session-renal-physiology-part-2,ryK0sf0u2lZ,599,,,57c6515c1a4f528e46bc4708,,
Fourth Session-Renal Physiology: (part 3),fourth-session-renal-physiology-part-3,rJ9RjzAdnxW,599,,,57c6515c1a4f528e46bc4708,,
Fourth Session-Renal Physiology: (part 4),fourth-session-renal-physiology-part-4,rki0iz0O3lZ,599,,,57c6515c1a4f528e46bc4708,,
Fourth Session-Renal Physiology: (part 5),fourth-session-renal-physiology-part-5,rJnRiGRd3gZ,594,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 1),fifth-session-renal-physiology-part-1,BkT0oMAu2lb,599,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 2),fifth-session-renal-physiology-part-2,SJCRoGAd2eb,599,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 3),fifth-session-renal-physiology-part-3,HJyyliG0Ohxb,599,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 4),fifth-session-renal-physiology-part-4,SJgkesMAd2lW,599,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 5),fifth-session-renal-physiology-part-5,By-JeozRO3l-,600,,,57c6515c1a4f528e46bc4708,,
Fifth Session-Renal Physiology: (part 6),fifth-session-renal-physiology-part-6,rJf1eofRuhl-,107,,,57c6515c1a4f528e46bc4708,,
Sixth Session-Renal Physiology,sixth-session-renal-physiology,HkXklsMAdngW,805,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 1),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-1,rJNyxofCdhl-,599,,[  ],57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 2),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-2,rkr1xoMRdnxb,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 3),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-3,r1IJxsMRu2l-,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 4),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-4,r1vkxjMAu3xW,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 5),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-5,H1_1loGCO2gb,215,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 6),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-6,BJKkxofAOhlb,173,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 7),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-7,ry5JgiGAungW,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 8),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-8,Hki1xszRd3eZ,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 9),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-9,Skn1gsfAO2xb,599,,[  ],57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 10),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-10,H1TJlsfR_hg-,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 11),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-11,rJC1gozRd2eW,600,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 12),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-12,B1yxlsz0OnxZ,272,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 13),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-13,BygexjfAOnlZ,599,,,57c6515c1a4f528e46bc4708,,
Renal System Fundamentals: Glomerular Filtration Rate (GFR) (part 14),renal-system-fundamentals-glomerular-filtration-rate-gfr-part-14,SybeloG0_3eb,418,,,57c6515c1a4f528e46bc4708,,
Second Session Renal System Fundamentals: (part 1),second-session-renal-system-fundamentals-part-1,ryfxgjGAuhe-,599,,,57c6515c1a4f528e46bc4708,,
Second Session Renal System Fundamentals: (part 2),second-session-renal-system-fundamentals-part-2,BkXgxiMC_2l-,599,,,57c6515c1a4f528e46bc4708,,
Second Session Renal System Fundamentals: (part 3),second-session-renal-system-fundamentals-part-3,SJNlxifAd2x-,464,,,57c6515c1a4f528e46bc4708,,
Third Session Renal System Fundamentals: (part 1),third-session-renal-system-fundamentals-part-1,rySeeizR_2xb,599,,,57c6515c1a4f528e46bc4708,,
Third Session Renal System Fundamentals: (part 2),third-session-renal-system-fundamentals-part-2,ry8gxjzRdhx-,599,,,57c6515c1a4f528e46bc4708,,
Third Session Renal System Fundamentals: (part 3),third-session-renal-system-fundamentals-part-3,ByPlgiz0u2l-,599,,,57c6515c1a4f528e46bc4708,,
Third Session Renal System Fundamentals: (part 4),third-session-renal-system-fundamentals-part-4,H1dglifAungW,599,,,57c6515c1a4f528e46bc4708,,
Third Session Renal System Fundamentals: (part 5),third-session-renal-system-fundamentals-part-5,Bktexif0OneZ,534,,,57c6515c1a4f528e46bc4708,,
Bronchiectasis,bronchiectasis,rJ5exiGA_2g-,1220,"This video presents Bronchiectasis a type of obstructive lung disease. Bronchiectasis is irreversible, chronic, dilatation of the bronchi and bronchioles due to or associated with the chronic infectious disease process.",[  ],57c6515c1a4f528e46bc4708,,
Cystic Fibrosis,cystic-fibrosis,S1ileofAd2e-,968,This video presents Cystic Fibrosis a type of obstructive lung disease. Following topics are discussed: Definition Causes CFTR gene mutation and the sweat glands CFTR gene mutation and the pulmonary issues,,57c6515c1a4f528e46bc4708,,
Restrictive Lung Diseases (Interstitial Pulmonary Fibrosis),restrictive-lung-diseases-interstitial-pulmonary-fibrosis,HkngljzCOheb,1465,This video presents the introduction to the restrictive lung diseases We will discuss: \r\nDefinition \r\nTypes \r\nCellular events/pathogenesis\r\nDiagnosis\r\nTreatment,[  ],57c6515c1a4f528e46bc4708,,
Hypersensitivity Pneumonitis,hypersensitivity-pneumonitis,B1TggszCu3gW,995,This video presents the introduction to the restrictive lung diseases We will discuss: Definition Pathogenesis Diagnosis Clinical aspects,,57c6515c1a4f528e46bc4708,,
Pneumoconioses,pneumoconioses,S1CleiGR_hlb,1524,This video presents a group of restrictive lung diseases called pneumoconiosis We will discuss: What diseases are part of this group Definition of the pneumoconiosis Non-neoplastic characteristics of these diseases Coal workers lungs Silicosis Asbestosis A brief mention of brylliosis,,57c6515c1a4f528e46bc4708,,
Sarcoidosis,sarcoidosis,HkJWljGAu2xW,1241,Sarcoidosis is discussed as part of restrictive lung diseases We will cover: Connection of Sarcoidosis with respiratory system Definition Pathogenesis Organs involved Clinical,[  ],57c6515c1a4f528e46bc4708,,
Pneumonia Protection Mechanisms,pneumonia-protection-mechanisms,B1lbgsM0_nxb,1184,"This video introduced the normal protective mechanisms of the respiratoty system. Mechanism introduced are: Protections in the nose, mouth, pharynx, and upper airways Mucocilliary elevator Antibodies Macrophages Moisture on the airway surfaces Etc.",,57c6515c1a4f528e46bc4708,,
Protective Mechanisms against Pneumonia,protective-mechanisms-against-pneumonia,H1bbljMROhl-,1184,"This video introduced the normal protective mechanisms of the respiratoty system. Mechanism introduced are: Protections in the nose, mouth, pharynx, and upper airways Mucocilliary elevator Antibodies Macrophages Moisture on the airway surfaces Etc.",,57c6515c1a4f528e46bc4708,,
Pneumonia Classifications,pneumonia-classifications,BkfbgofC_2eZ,934,"We will present pneumonia classification based on: Clinical types i.e. acute, fulminent, and chronic Histological patterns and tissue involved Anatomical types based on the lugn lobes invovled And clinical settings for example community acquired or nosocomial pneumonia",,57c6515c1a4f528e46bc4708,,
Community Acquired Pneumonia,community-acquired-pneumonia,rkQbeozCd2eW,2365,This video presents following topics about the typical pneumonia: \r\nDefinition \r\nOnset and Risk Factors \r\nPresentation \r\nClinical Findings \r\nPathogenesis \r\nStages \r\nX-Ray findings \r\nHistopathology \r\nComplications,,57c6515c1a4f528e46bc4708,,
Pneumonia Community Acquired: Atypical Infections (SARS Virus),pneumonia-community-acquired-atypical-infections-sars-virus,r14bejM0O3gb,1233,"This video presents following topics about the Atypical pneumonia: Definition Onset and Risk Factors Presentation Clinical Findings Pathogenesis X-Ray findings Following pathogens are disucssed: Mycoplasma Coxiella Burnetti Chlamoydophila Pneumoniae Influence A,B,C Rhinovirus Coronavirus Rubella Adenovirus Vericella",,57c6515c1a4f528e46bc4708,,
Pneumonia: Nosocomial Pneumonia,pneumonia-nosocomial-pneumonia,ryH-ejMCOhlb,744,This video presents following topics: Nosocomial Pneumniae Aspiration Pneumonia Chronic Pneumonae,,57c6515c1a4f528e46bc4708,,
Lung Abscesses,lung-abscesses,Sy8ZxoGAd3l-,943,This video presents following topics: Causes Complications Clinical approach,,57c6515c1a4f528e46bc4708,,
Tumors of the Lungs,tumors-of-the-lungs,SJD-xofCOngZ,1553,This video presents following topics about lung tumors: Epidemiology Classification Pathogenesis Metastasis sites Histopathology Paraneoplastic Syndrome Clinical points,,57c6515c1a4f528e46bc4708,,
Chronic Bronchitis and Bronchiolitis,chronic-bronchitis-and-bronchiolitis,rkO-liM0dnlb,1302,This video presents following topic COPD Definition CB Definition CB vs Bronchiolitis CB vs Emphysema Pathogenesis of Ch. Bronchitis Clinical Findings of Ch. Bronchitis Treatment of Ch. Bronchitis,,57c6515c1a4f528e46bc4708,,
Emphysema,emphysema,ByYWeoM0u2gW,2102,This video presents following topic Definition of Emphysema COPD vs Asthma Ch. Bronchitis vs Emphysema Emphysema: Types Pathogenesis Clinica/Dx Pure Emphysema COPD,,57c6515c1a4f528e46bc4708,,
Deep Vein Thrombosis,deep-vein-thrombosis,Sk5Zxsz0_neb,1699,This video presents following topics: Definition of a thrombus DVT and Pulmonary Embolism Veins affected by the DVT Pathogenesis Tests Homan Sign Troussau Sign Treatment,,57c6515c1a4f528e46bc4708,,
Deep Venous Thromboembolism (DVT),deep-venous-thromboembolism-dvt,rkjWgiGROhlW,2007,This video presents following topic Epidemiology Risk Factors Size and Consequences Clinical (Saddle vs Small) Labs Diagnosis A-a Gradient Change Hypocapnia,,57c6515c1a4f528e46bc4708,,
Asthma,asthma,HknZlsf0_2g-,1962,"In this video we present the following topics:\r\n\r\nDefinition of Asthma \r\nTriad of Events \r\nTypes Pathogenesis \r\nRole of allergens\r\nRole of Mast cells, T Cells, and B cells.\r\nRole of eosinophils, and neutrophils.\r\nRole of IL4, IL5, and other cytokines.\r\nRole of various chemokines.\r\nAirway Remodeling \r\nClinical Aspects",[  ],57c6515c1a4f528e46bc4708,,
Pulmonary Atelectasis,pulmonary-atelectasis,Sk6WeofRu2eZ,1629,This video presents following topic Meaning of Atelectasis Definition Types Pathogenesis and Etiology Clinical Diagnosis Treatment Overview,,57c6515c1a4f528e46bc4708,,
"History, Physical Exam, and Anatomical Overview",history-physical-exam-and-anatomical-overview,SJRblozAuneZ,1568,"Hatem Abou Sayed, MD., Surgeon, Plastic Surgeon discusses acute abdomen.",[  ],5907968859ecd70004fc2d4b,,
Embryology of the Heart Tubes,embryology-of-the-heart-tubes,B1yGxozRdnlb,3178,Difference between intra-embryonic mesoderm and coelom Vasculogenesis angiogenesis Heart forming regions and the development of the heart tube Heart tube dilatations and their derivatives Septum transversum mesocordial septum transverse sinus Retinoic acid Levo Dyenin VE GF Kartagener's syndrome/primary cilliary disease Situs inversus.,[  ],57c6515c1a4f528e46bc4708,,
Embryology of the Heart Tubes - Review,embryology-of-the-heart-tubes-review,BJgGljfCu2xb,1214,Review\r\nDifference between intra-embryonic mesoderm and coelom Vasculogenesis angiogenesis Heart forming regions and the development of the heart tube Heart tube dilatations and their derivatives Septum transversum mesocordial septum transverse sinus Retinoic acid Levo Dyenin VE GF Kartagener's syndrome/primary cilliary disease Situs inversus,[  ],57c6515c1a4f528e46bc4708,,
Atrial Development,atrial-development,SkZzlsGAd2l-,1273,Interatrial septal development. Right atrium and sinus venosus Right atrium and pulmonary veins Fate of sinus venosus Development of the left atrium Smooth vs pectinate parts of the atria,[  ],57c6515c1a4f528e46bc4708,,
Atrial Development and Defects,atrial-development-and-defects,SkGMljG0_3gb,617,Interatrial septal development. Right atrium and sinus venosus Right atrium and pulmonary veins Fate of sinus venosus Development of the left atrium Smooth vs pectinate parts of the atria,[  ],57c6515c1a4f528e46bc4708,,
Development of the Conduction System of the Heart,development-of-the-conduction-system-of-the-heart,SkQGxiGROhlb,698,This video presents:\r\n\r\n1. Cells taking part in the development of the conduction system of the hear.\r\n\r\n2. Origin and development of the annulus fibrous (fibrous insulating ring).\r\n\r\n3. Formation of the conduction pathway.\r\n\r\n4. Difference of the His purkenje from the rest of the conduction system.,[  ],57c6515c1a4f528e46bc4708,,
Pharyngeal Arch Arteries,pharyngeal-arch-arteries,SJVMloMRdhlW,1092,Embryology and fate of the pharyngeal arch artries.,[  ],57c6515c1a4f528e46bc4708,,
Ventricles and Aorticopulmonary Septum,ventricles-and-aorticopulmonary-septum,B1HfejGRunxb,1776,This video presents a) Development of the interventricular septum b) Development of the aorticopulmonary septum c) Clinical points related to these topics i) Patent truncus arteriosus ii) Transformation of the great artries iii) Tetralogy of fallot,[  ],57c6515c1a4f528e46bc4708,,
Ventricles and Aorticopulmonary Septum - Review,ventricles-and-aorticopulmonary-septum-review,ByIflofAdnx-,890,This video presents the review of: a) Development of the interventricular septum b) Development of the aorticopulmonary septum c) Clinical points related to these topics i) Patent truncus arteriosus ii) Transformation of the great artries iii) Tetralogy of fallot,[  ],57c6515c1a4f528e46bc4708,,
Development of the Inferior Vena Cava,development-of-the-inferior-vena-cava,HkPzxsf0d3gZ,666,Development of the inferior venca cava. We will look at the sinus venosus and cardinal veins with the regression of some of the systems that eventually lead to the formation of the IVC.,[  ],57c6515c1a4f528e46bc4708,,
Fetal Circulation,fetal-circulation,BJuMgjG0Onxb,1907,Fetal circulation Shunts Chemical substances alterting the flow Flow dynamics Oxygenation Changes at birth Remnants of the fetal circulation components,[  ],57c6515c1a4f528e46bc4708,,
Blood Vessel Histology,blood-vessel-histology,H1tGeizRO2e-,915,This video presents the histophysiology of the artries capillaries and veins.,[  ],57c6515c1a4f528e46bc4708,,
Atherosclerosis - Clinical Importance,atherosclerosis-clinical-importance,B19GxozAO3eb,1100,This video presents following topics about Atherosclerosis: Definition Epidemiology Risk factors Clinical aspects.,[  ],57c6515c1a4f528e46bc4708,,
Atherosclerosis Progression - Clinical Horizon,atherosclerosis-progression-clinical-horizon,S1iGxsGCu2e-,549,This video presents following topics about Atherosclerosis: Pathological progression and clinical outcomes. Including a discussion of the clinical horizon.,[  ],57c6515c1a4f528e46bc4708,,
Atherosclerosis - Pathogenesis,atherosclerosis-pathogenesis,Sy3zgiz0_3lb,1517,This video presents following topics about Atherosclerosis: Cellular and chemical mechaisms of the atherosclerotic plaque development. Mechanism of damage that starts/accelerates atherosclerosis Initiation of the atherosclerosis Progression of the atherosclerosis Complications of the atherosclerosis,[  ],57c6515c1a4f528e46bc4708,,
High Output Cardiac Failure: Diagnosis and Discussion,high-output-cardiac-failure-diagnosis-and-discussion,S1pMgjfAd2x-,580,This video presents following topics about the high output heart failure: Definition Factors that increase stroke volume e.g. hyperthyroidism. Factors that cause vasodilation e.g. wet beriberi. AV fistula e.g. in the knife wounds. Factors that reduce viscosity e.g. anemia.,[  ],57c6515c1a4f528e46bc4708,,
Right Sided Heart Failure,right-sided-heart-failure,BJ0feiMCOne-,1733,This video presents following topics about the right heart failure: Definition Causes Morphology Clinical points Compensatory mechanisms,[  ],57c6515c1a4f528e46bc4708,,
Cardiac Murmurs,cardiac-murmurs,S11mgiGR_2xW,2449,This video presents: Pathology phase shape type munuver location and radiation of various murmurs. Murmurs covered are: Aortic Stenosis Aortic Regurge Mitral/Tricuspid Regurge Mitral Stenosis Mitral Prolapse Ventral Septal Defect Patent Ductus Arteriosis,[  ],57c6515c1a4f528e46bc4708,,
Left Sided Heart Failure,left-sided-heart-failure,rkgQgoMRdhl-,3138,This video presents following topics about the left heart failure: Statastics of this leading cause of death. Definition Why is it called congestive heart failure? Pathogenesis: reduced compliance reduced contractility. Findings Clinical signs and symptoms,[  ],57c6515c1a4f528e46bc4708,,
Abnormal Sinus Rhythm,abnormal-sinus-rhythm,SkbmesfCu2eW,1798,This video presents the physiological arrythmias namely: Sinus tachycardia Sinus bradycardia Sinsu arrythmia associated with respiration We will discuss the reflexes that result in the cardiac rhytm change,[  ],57c6515c1a4f528e46bc4708,,
First and Second Degree Heart Blocks,first-and-second-degree-heart-blocks,BJf7xjfRunxb,704,This video discusses AV nodal blocks with following topics: First and second degree heart blocks Mobitz type I and type II heart blocks. Hay block.,[  ],57c6515c1a4f528e46bc4708,,
Third Degree Heart Blocks,third-degree-heart-blocks,Bym7gsz0dneZ,413,This video discusses: Third degree heart block Stoke adam syndrome Pathogenesis and ECG for these pathologies.,[  ],57c6515c1a4f528e46bc4708,,
Electrical Alternans Purkinje Blocks,electrical-alternans-purkinje-blocks,rkVXgszCu3xW,304,Cardiovascular System Pathology of Arrythmias: Electrical Alternans & Purkenje Block,[  ],57c6515c1a4f528e46bc4708,,
Fibrillation and Flutter,fibrillation-and-flutter,SJrXxofRunlb,862,This video discusses following: Difference between fibrillatoin and flutter. Causes of fibrillation and flutter Mechanism of the circus movements. Causes of the circus movements. Causes of the torsades de pointes,[  ],57c6515c1a4f528e46bc4708,,
Premature Atrial Beats,premature-atrial-beats,By8mxof0Oheb,670,This video presents the premature beats or extrasystoles generated due to pathologies in the atria. We will also review the ECG changes associated with atrial premature beats.,[  ],57c6515c1a4f528e46bc4708,,
Premature AV Nodal Junction Beats,premature-av-nodal-junction-beats,BkPmgsGA_hxb,295,This video presents the premature beats or extrasystoles generated due to pathologies in the AV nodes. These extrasystoles are also called junctional extrasystoles. We will also explain the junctional rhytm vs junctional beat. We will also review the ECG changes associated with junctional premature beats.,[  ],57c6515c1a4f528e46bc4708,,
Premature Ventricular Beats Torsades  De Pointes,premature-ventricular-beats-torsades-de-pointes,S1d7loGAd2x-,375,This video presents the premature beats or extrasystoles generated due to pathologies in the ventricular tissue. We will also review the ECG changes and explain the pathogenesis of the: Tall and wide QRS complexes. Inverted T waves Torsades De Pointes Long QT Syndrome,[  ],57c6515c1a4f528e46bc4708,,
Cardiomyopathies,cardiomyopathies,Skt7gsf0d3g-,1733,This video discusses following: Primary diseases of the heart muscle. Diseases discussed are: Dilated cariac myopathies Hypertrophic cardiac myopathies Restrictive cardiac myopathies,[  ],57c6515c1a4f528e46bc4708,,
Hypertension - Pathogenesis,hypertension-pathogenesis,Hk9XljMR_2lb,3517,This video presents following topics about hypertension: Defintion Classification Normal blood pressure controlling mechanisms Pathological mechanisms that result in the hypertension,[  ],57c6515c1a4f528e46bc4708,,
Hypertension - Complications,hypertension-complications,rko7eoGAd3eW,997,This video presents the complications of the hypertension including: Hyaline damage Atherosclerosis due to shearing of the cells Onion skinning due to cell damage under pressure Charcot bouchard aneurysms Changes observed during the fundoscopy Hypertensive changes in the kidneys,[  ],57c6515c1a4f528e46bc4708,,
