App_#,Session_#,Activity_Title,title,
85515,995,DrBeen's Clinical Practice Readiness Program (2019/2020),Fetal Circulation,
85515,1559,DrBeen's Clinical Practice Readiness Program (2019/2020),Fick's Principle,
85515,57,DrBeen's Clinical Practice Readiness Program (2019/2020),Focal Atrial Tachycardia (Paroxysmal Atrial Tachycardia),
85515,1502,DrBeen's Clinical Practice Readiness Program (2019/2020),Forces on the Lung System,
85515,1503,DrBeen's Clinical Practice Readiness Program (2019/2020),Forces on the Lung System Review,
85515,449,DrBeen's Clinical Practice Readiness Program (2019/2020),Fundamentals of Chest X-Ray Interpretation,
85515,1680,DrBeen's Clinical Practice Readiness Program (2019/2020),Gastritis,
85515,1425,DrBeen's Clinical Practice Readiness Program (2019/2020),Gastroesophageal Reflux Disease (GERD),
85515,2016,DrBeen's Clinical Practice Readiness Program (2019/2020),Gastrointestinal Bleeding,
85515,2033,DrBeen's Clinical Practice Readiness Program (2019/2020),Gender dysphoria,
85515,777,DrBeen's Clinical Practice Readiness Program (2019/2020),General Histology,
85515,1813,DrBeen's Clinical Practice Readiness Program (2019/2020),General Principles of Hemodynamics (Part 1),
85515,1001,DrBeen's Clinical Practice Readiness Program (2019/2020),General Principles of Hemodynamics (Part 2),
85515,1280,DrBeen's Clinical Practice Readiness Program (2019/2020),General Principles of Pressure Dynamics,
85515,735,DrBeen's Clinical Practice Readiness Program (2019/2020),Geriatric Hip Fractures: A Clinical Overview and Management Discussion,
85515,726,DrBeen's Clinical Practice Readiness Program (2019/2020),Gram staining,
85515,131,DrBeen's Clinical Practice Readiness Program (2019/2020),Haldane Effect,
85515,1862,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart Failure: Left and Right Sided Heart Failure,
85515,1058,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart Sounds,
85515,349,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart sounds and Murmurs Part 1,
85515,350,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart sounds and Murmurs Part 2,
85515,351,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart sounds and Murmurs Part 3,
85515,352,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart sounds and Murmurs Part 4,
85515,353,DrBeen's Clinical Practice Readiness Program (2019/2020),Heart sounds and Murmurs Part 5,
85515,1648,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemisection of the Spinal Cord,
85515,389,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemodynamics Part 1,
85515,390,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemodynamics Part 2,
85515,391,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemodynamics Part 3,
85515,392,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemodynamics Part 4,
85515,393,DrBeen's Clinical Practice Readiness Program (2019/2020),Hemodynamics Part 5,
85515,734,DrBeen's Clinical Practice Readiness Program (2019/2020),"Hepatitis B Labs (LFTs, Liver Function Tests)",
85515,1632,DrBeen's Clinical Practice Readiness Program (2019/2020),History and Physical Examination Skills,
85515,37,DrBeen's Clinical Practice Readiness Program (2019/2020),"History, Physical Exam, and Anatomical Overview",
85515,368,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 1",
85515,369,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 2",
85515,370,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 3",
85515,371,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 4",
85515,372,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 5",
85515,373,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 6",
85515,374,DrBeen's Clinical Practice Readiness Program (2019/2020),"HIV Structure, Replication Cycle & Antiretroviral Drugs Part 7",
85515,1787,DrBeen's Clinical Practice Readiness Program (2019/2020),Homunculi,
85515,1768,DrBeen's Clinical Practice Readiness Program (2019/2020),Huntington's Chorea,
85515,816,DrBeen's Clinical Practice Readiness Program (2019/2020),Hydrocephalus,
85515,138,DrBeen's Clinical Practice Readiness Program (2019/2020),Hypersensitivity Pneumonitis,
85515,60,DrBeen's Clinical Practice Readiness Program (2019/2020),Hypertension - Pathogenesis,
85515,1932,DrBeen's Clinical Practice Readiness Program (2019/2020),Hypoxia (Part-1),
85515,1933,DrBeen's Clinical Practice Readiness Program (2019/2020),Hypoxia (Part-2),
85515,459,DrBeen's Clinical Practice Readiness Program (2019/2020),ICU Module,
85515,2009,DrBeen's Clinical Practice Readiness Program (2019/2020),Immune Pathology,
85515,2037,DrBeen's Clinical Practice Readiness Program (2019/2020),Impulse control,
85515,1962,DrBeen's Clinical Practice Readiness Program (2019/2020),Inflammation (cellular events) Part-3,
85515,1963,DrBeen's Clinical Practice Readiness Program (2019/2020),Inflammation (cellular events) Part-4,
85515,1960,DrBeen's Clinical Practice Readiness Program (2019/2020),Inflammation (Vascular events) Part-1,
85515,1961,DrBeen's Clinical Practice Readiness Program (2019/2020),Inflammation (Vascular events) Part-2,
85515,52,DrBeen's Clinical Practice Readiness Program (2019/2020),"Insulin structure, synthesis, release, and regulation from the endocrine system of the body.",
85515,1864,DrBeen's Clinical Practice Readiness Program (2019/2020),Insulin synthesis and secretion (Part-1),
85515,1865,DrBeen's Clinical Practice Readiness Program (2019/2020),Insulin Synthesis and Secretion (Part-2),
85515,1866,DrBeen's Clinical Practice Readiness Program (2019/2020),Insulin Synthesis and Secretion (Part-3),
85515,1867,DrBeen's Clinical Practice Readiness Program (2019/2020),Insulin Synthesis and Secretion (Part-4),
85515,48,DrBeen's Clinical Practice Readiness Program (2019/2020),"Insulin Synthesis, Secretion, and Regulation",
85515,1547,DrBeen's Clinical Practice Readiness Program (2019/2020),Interpretation of Pulmonary Function Tests,
85515,124,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Gas Exchange,
85515,2004,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Heart Failure,
85515,362,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Microbiology Part 1,
85515,363,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Microbiology Part 2,
85515,1060,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Murmurs,
85515,474,DrBeen's Clinical Practice Readiness Program (2019/2020),Introduction to Peripheral Nerve Disorders,
85515,63,DrBeen's Clinical Practice Readiness Program (2019/2020),Irritable Bowel Disease,
85515,50,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Colitis: Clinical Diagnosis and Management,
85515,1860,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease,
85515,1232,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease (STEMI),
85515,681,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Clinical Presentation,
85515,414,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 1,
85515,415,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 2,
85515,416,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 3,
85515,417,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 4,
85515,418,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 5,
85515,419,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 6,
85515,420,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 7,
85515,421,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 8,
85515,422,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Heart Disease Part 9,
85515,1983,DrBeen's Clinical Practice Readiness Program (2019/2020),Ischemic Stroke,
85515,360,DrBeen's Clinical Practice Readiness Program (2019/2020),Jugular Venous Pulse & Pressures (J.V.P) Part 1,
85515,361,DrBeen's Clinical Practice Readiness Program (2019/2020),Jugular Venous Pulse & Pressures (J.V.P) Part 2,
85515,1373,DrBeen's Clinical Practice Readiness Program (2019/2020),Left Sided Heart Failure,
85515,843,DrBeen's Clinical Practice Readiness Program (2019/2020),Lesions of the Spinal Cord,
85515,32,DrBeen's Clinical Practice Readiness Program (2019/2020),Leukocyte Disorders,
85515,447,DrBeen's Clinical Practice Readiness Program (2019/2020),Liver Function Tests,
85515,2058,DrBeen's Clinical Practice Readiness Program (2019/2020),Lower limb reflexes and the upper motor neuron lesions part 1,
85515,2061,DrBeen's Clinical Practice Readiness Program (2019/2020),Lower limb reflexes and the upper motor neuron lesions part 2,
85515,452,DrBeen's Clinical Practice Readiness Program (2019/2020),Lower Respiratory Tract Complications,
85515,926,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung Abscesses,
85515,1498,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung Capacities and Volumes,
85515,122,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung Compliance,
85515,1915,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung Mechanics (Part-1),
85515,1916,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung Mechanics (Part-2),
85515,1918,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung volume and capacities (Part-1),
85515,1919,DrBeen's Clinical Practice Readiness Program (2019/2020),Lung volume and capacities (Part-2),
85515,1713,DrBeen's Clinical Practice Readiness Program (2019/2020),Management and Diagnosis of Sepsis and Septic Shock,
85515,44,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of a patient presenting with diabetic ketoacidosis,
85515,2053,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of Asthma,
85515,2054,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of Asthma part 2,
85515,55,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of Atrial Fibrillation,
85515,460,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of Brain Trauma (Part 1),
85515,1697,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of Brain Trauma (Part 2),
85515,2079,DrBeen's Clinical Practice Readiness Program (2019/2020),Management of dermatitis,
85515,79,DrBeen's Clinical Practice Readiness Program (2019/2020),Master Insulin Therapy (full video),
85515,78,DrBeen's Clinical Practice Readiness Program (2019/2020),Master Insulin Therapy (Part 1. Insulin types and names.),
85515,77,DrBeen's Clinical Practice Readiness Program (2019/2020),Master Insulin Therapy (Part 2. Dose adjustments.),
85515,82,DrBeen's Clinical Practice Readiness Program (2019/2020),Master Insulin Therapy (Part 3 - Dose calculation. Therapy types.),
85515,329,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Chest Leads - Abnormalities of R wave progression,
85515,356,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Diastolic Sounds & Murmurs Part 1,
85515,357,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Diastolic Sounds & Murmurs Part 2,
85515,327,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG - QRS Complex - Nomenclature,
85515,328,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG - QRS Complex in Chest Leads,
85515,325,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG Leads - Augmented Unipolar Limb Leads,
85515,323,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG Leads - Bipolar Limb Leads Part 1,
85515,324,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG Leads - Bipolar Limb Leads Part 2,
85515,326,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering ECG Leads - Chest Leads,
85515,375,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Edema Part 1,
85515,377,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Edema Part 3,
85515,354,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Systolic Sounds - Clicks Part 1,
85515,355,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering Systolic Sounds - Clicks Part 2,
85515,330,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the First Heart Sound with Clinical Correlates Part 1,
85515,331,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the First Heart Sound with Clinical Correlates Part 2,
85515,332,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the First Heart Sound with Clinical Correlates Part 3,
85515,333,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the Second Heart Sound Part 1,
85515,334,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the Second Heart Sound Part 2,
85515,335,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the Second Heart Sound Part 3,
85515,336,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the Second Heart Sound Part 4,
85515,337,DrBeen's Clinical Practice Readiness Program (2019/2020),Mastering the Third & Fourth Heart Sound,
85515,991,DrBeen's Clinical Practice Readiness Program (2019/2020),Medical Fallacies,
85515,2073,DrBeen's Clinical Practice Readiness Program (2019/2020),Medical Mnemonics for Autonomic Drugs,
85515,1906,DrBeen's Clinical Practice Readiness Program (2019/2020),Membrane Transport Mechanisms (Part-1),
85515,1907,DrBeen's Clinical Practice Readiness Program (2019/2020),Membrane Transport Mechanisms (Part-2),
85515,2015,DrBeen's Clinical Practice Readiness Program (2019/2020),Metformin and General Considerations to Manage Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 8. Webinar),
85515,1224,DrBeen's Clinical Practice Readiness Program (2019/2020),Microbiology: Bacterial Nomenclature,
85515,383,DrBeen's Clinical Practice Readiness Program (2019/2020),Microcirculation Part 1,
85515,384,DrBeen's Clinical Practice Readiness Program (2019/2020),Microcirculation Part 2,
85515,403,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Stenosis Part 1,
85515,404,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Stenosis Part 2,
85515,405,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Stenosis Part 3,
85515,406,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Stenosis Part 4,
85515,402,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Valve Prolapse and Regurgitation Part 2,
85515,401,DrBeen's Clinical Practice Readiness Program (2019/2020),Mitral Valve Prolapseand Regurgitation Part 1,
85515,2050,DrBeen's Clinical Practice Readiness Program (2019/2020),"Mood , life and death",
85515,2045,DrBeen's Clinical Practice Readiness Program (2019/2020),Mood disorders,
85515,818,DrBeen's Clinical Practice Readiness Program (2019/2020),MSAI Series: Spinal Cord Lesions,
85515,56,DrBeen's Clinical Practice Readiness Program (2019/2020),Multifocal Atrial Tachycardia (MAT),
85515,752,DrBeen's Clinical Practice Readiness Program (2019/2020),Multiple Sclerosis,
85515,592,DrBeen's Clinical Practice Readiness Program (2019/2020),Muscle Blood Flow Regulation,
85515,1027,DrBeen's Clinical Practice Readiness Program (2019/2020),Muscles of Breathing,
85515,1725,DrBeen's Clinical Practice Readiness Program (2019/2020),Myasthenia Gravis,
85515,341,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocardial Contractility Part 1,
85515,342,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocardial Contractility Part 2,
85515,343,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocardial Contractility Part 3,
85515,344,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocardial Contractility Part 4,
85515,1390,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocardial Infarction (MI): Cellular Events and Complications,
85515,397,DrBeen's Clinical Practice Readiness Program (2019/2020),Myocarditis,
85515,1955,DrBeen's Clinical Practice Readiness Program (2019/2020),Necrosis (Part-1),
85515,1956,DrBeen's Clinical Practice Readiness Program (2019/2020),Necrosis (Part-2),
85515,1942,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia - Nomenclature (Part 1),
85515,1943,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia - Nomenclature (Part 2),
85515,1944,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia - Nomenclature (Part 3),
85515,1945,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-1,
85515,1954,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-10,
85515,1946,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-2,
85515,1947,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-3,
85515,1948,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-4,
85515,1949,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-5,
85515,1950,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-6,
85515,1951,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-7,
85515,1952,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-8,
85515,1953,DrBeen's Clinical Practice Readiness Program (2019/2020),Neoplasia (genes and cancer) Part-9,
85515,1276,DrBeen's Clinical Practice Readiness Program (2019/2020),Nerve Fiber Types,
85515,1899,DrBeen's Clinical Practice Readiness Program (2019/2020),Neuromuscular junction and transmission (Part-1),
85515,1900,DrBeen's Clinical Practice Readiness Program (2019/2020),Neuromuscular junction and transmission (Part-2),
85515,1024,DrBeen's Clinical Practice Readiness Program (2019/2020),Nitric Oxide,
85515,1036,DrBeen's Clinical Practice Readiness Program (2019/2020),Nodal Action Potentials,
85515,10,DrBeen's Clinical Practice Readiness Program (2019/2020),Obesity: An introduction and Overview,
85515,2032,DrBeen's Clinical Practice Readiness Program (2019/2020),Obsessive - compulsive disorders ( OCD ),
85515,1985,DrBeen's Clinical Practice Readiness Program (2019/2020),Obstructive Pulmonary Diseases - COPD and Chronic Bronchitis,
85515,1208,DrBeen's Clinical Practice Readiness Program (2019/2020),Oropharyngeal Dysphagia,
85515,62,DrBeen's Clinical Practice Readiness Program (2019/2020),Overview and Management of Congestive Heart Failure,
85515,1237,DrBeen's Clinical Practice Readiness Program (2019/2020),Overview and Management of Vasculitis,
85515,1540,DrBeen's Clinical Practice Readiness Program (2019/2020),Overview of the Pediatric Vaccination Schedules,
85515,2065,DrBeen's Clinical Practice Readiness Program (2019/2020),Overview of the salivary glands,
85515,946,DrBeen's Clinical Practice Readiness Program (2019/2020),Oxygen Dissociation Curve,
85515,1924,DrBeen's Clinical Practice Readiness Program (2019/2020),Oxygen transport - Blood Gas transport (Part-1),
85515,1925,DrBeen's Clinical Practice Readiness Program (2019/2020),Oxygen transport - Blood Gas transport (Part-2),
85515,1926,DrBeen's Clinical Practice Readiness Program (2019/2020),Oxygen transport - Blood Gas transport (Part-3),
85515,464,DrBeen's Clinical Practice Readiness Program (2019/2020),PA Catheter,
85515,1890,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid Hormone (Part-1),
85515,1891,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid Hormone (Part-2),
85515,1892,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid Hormone (Part-3),
85515,1893,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid Hormone (Part-4),
85515,1894,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid Hormone (Part-5),
85515,1895,DrBeen's Clinical Practice Readiness Program (2019/2020),Parathyroid hormone (Part-6),
85515,1745,DrBeen's Clinical Practice Readiness Program (2019/2020),Parkinson's Disease,
85515,488,DrBeen's Clinical Practice Readiness Program (2019/2020),Parkinson's Disease Review,
85515,1145,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathogenesis of Atherosclerosis,
85515,1769,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathogenesis of Hypertension,
85515,2,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathogenesis of Peripheral Insulin Resistance (Managing Type II Diabetes Mellitus - Part 2. Webinar),
85515,656,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathogenesis of Type 1 Diabetes Mellitus,
85515,1,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathogenesis of Type II Diabetes Mellitus (Managing Type II Diabetes Mellitus - Part 3. Webinar),
85515,1389,DrBeen's Clinical Practice Readiness Program (2019/2020),Pathophysiology of Myocardial Infarction,
85515,1993,DrBeen's Clinical Practice Readiness Program (2019/2020),Patient Safety Culture,
85515,1091,DrBeen's Clinical Practice Readiness Program (2019/2020),Penicillin: Mechanism of Action,
85515,1205,DrBeen's Clinical Practice Readiness Program (2019/2020),Peptic Ulcer Disease,
85515,73,DrBeen's Clinical Practice Readiness Program (2019/2020),Perforated Ulcer,
85515,398,DrBeen's Clinical Practice Readiness Program (2019/2020),Pericarditis Part 2,
85515,1998,DrBeen's Clinical Practice Readiness Program (2019/2020),Perioperative Cardiac Complications,
85515,2042,DrBeen's Clinical Practice Readiness Program (2019/2020),Personality disorders,
85515,985,DrBeen's Clinical Practice Readiness Program (2019/2020),Pharyngeal Arch Arteries,
85515,1885,DrBeen's Clinical Practice Readiness Program (2019/2020),Physiology of thyroid hormone(Part-1),
85515,1886,DrBeen's Clinical Practice Readiness Program (2019/2020),Physiology of thyroid hormone(Part-2),
85515,1887,DrBeen's Clinical Practice Readiness Program (2019/2020),Physiology of thyroid hormone(Part-3),
85515,1888,DrBeen's Clinical Practice Readiness Program (2019/2020),Physiology of thyroid hormone(Part-4),
85515,1889,DrBeen's Clinical Practice Readiness Program (2019/2020),Physiology of thyroid hormone(Part-5),
85515,2000,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumococcus - Pathophysiology and Management,
85515,1449,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumococcus (memory aid),
85515,237,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumoconiosis,
85515,239,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumonia Classifications,
85515,241,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumonia Community Acquired: Atypical Infections (SARS Virus),
85515,242,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumonia: Nosocomial Pneumonia,
85515,932,DrBeen's Clinical Practice Readiness Program (2019/2020),Pneumothorax,
85515,1830,DrBeen's Clinical Practice Readiness Program (2019/2020),Poiseuille's Equation,
85515,934,DrBeen's Clinical Practice Readiness Program (2019/2020),Positive Pressure Ventilation,
85515,2034,DrBeen's Clinical Practice Readiness Program (2019/2020),Post traumatic stress disorders,
85515,1883,DrBeen's Clinical Practice Readiness Program (2019/2020),Posterior Pituitary (ADH)  Part-1,
85515,1884,DrBeen's Clinical Practice Readiness Program (2019/2020),Posterior Pituitary (ADH)  Part-2,
85515,2068,DrBeen's Clinical Practice Readiness Program (2019/2020),Premature ventricular contraction ( EKG interpretation ),
85515,244,DrBeen's Clinical Practice Readiness Program (2019/2020),Primary Tuberculosis,
85515,1518,DrBeen's Clinical Practice Readiness Program (2019/2020),Protective Mechanisms against Pneumonia,
85515,2043,DrBeen's Clinical Practice Readiness Program (2019/2020),Psychotic disorders,
85515,551,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Atelectasis,
85515,1920,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary circulation (Part-1),
85515,1921,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary circulation (Part-2),
85515,1922,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary circulation (Part-3),
85515,1923,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary circulation (Part-4),
85515,1986,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Embolism - Case Discussion and Treatment Approach,
85515,132,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Function Tests (PFTs),
85515,1819,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Vascular Circuit Changes Under Varying Conditions,
85515,1689,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Vascular Disease,
85515,1008,DrBeen's Clinical Practice Readiness Program (2019/2020),Pulmonary Vessels: Metabolic and Reservoir Function,
85515,1551,DrBeen's Clinical Practice Readiness Program (2019/2020),Quiet Breathing Cycle,
85515,1875,DrBeen's Clinical Practice Readiness Program (2019/2020),Receptors and intracellular signaling (Part-1),
85515,1876,DrBeen's Clinical Practice Readiness Program (2019/2020),Receptors and intracellular signaling (Part-2),
85515,1877,DrBeen's Clinical Practice Readiness Program (2019/2020),Receptors and intracellular signaling (Part-3),
85515,1878,DrBeen's Clinical Practice Readiness Program (2019/2020),Receptors and intracellular signaling (Part-4),
85515,1879,DrBeen's Clinical Practice Readiness Program (2019/2020),Receptors and intracellular signaling (Part-5),
85515,959,DrBeen's Clinical Practice Readiness Program (2019/2020),Regulation of Breathing,
85515,1930,DrBeen's Clinical Practice Readiness Program (2019/2020),Regulation of respiration (Control of breathing) Part-1,
85515,1931,DrBeen's Clinical Practice Readiness Program (2019/2020),Regulation of respiration (Control of breathing) Part-2,
85515,378,DrBeen's Clinical Practice Readiness Program (2019/2020),Renin Angiotensin Aldosterone System,
85515,1935,DrBeen's Clinical Practice Readiness Program (2019/2020),Respiration at high altitude (Part-1),
85515,1936,DrBeen's Clinical Practice Readiness Program (2019/2020),Respiration at high altitude (Part-2),
85515,1934,DrBeen's Clinical Practice Readiness Program (2019/2020),Respiration in exercise,
85515,1908,DrBeen's Clinical Practice Readiness Program (2019/2020),Resting Membrane Potential (Part-1),
85515,1909,DrBeen's Clinical Practice Readiness Program (2019/2020),Resting Membrane Potential (Part-2),
85515,1910,DrBeen's Clinical Practice Readiness Program (2019/2020),Resting Membrane Potential (Part-3),
85515,766,DrBeen's Clinical Practice Readiness Program (2019/2020),Restless Legs Syndrome,
85515,27,DrBeen's Clinical Practice Readiness Program (2019/2020),Restrictive Lung Diseases (Interstitial Pulmonary Fibrosis),
85515,1835,DrBeen's Clinical Practice Readiness Program (2019/2020),Reynolds Number,
85515,408,DrBeen's Clinical Practice Readiness Program (2019/2020),Rheumatic Fever and Rheumatic Heart Disease,
85515,514,DrBeen's Clinical Practice Readiness Program (2019/2020),Right Sided Heart Failure,
85515,1996,DrBeen's Clinical Practice Readiness Program (2019/2020),Ruptured Ovarian Cyst,
85515,2018,DrBeen's Clinical Practice Readiness Program (2019/2020),SA Nodal Arrhythmias,
85515,1575,DrBeen's Clinical Practice Readiness Program (2019/2020),Sarcoidosis,
85515,53,DrBeen's Clinical Practice Readiness Program (2019/2020),"Screening, Diagnosis, and Treatment of Colon Cancer",
85515,147,DrBeen's Clinical Practice Readiness Program (2019/2020),Secondary Tuberculosis,
85515,1531,DrBeen's Clinical Practice Readiness Program (2019/2020),Sedation and Analgesia,
85515,565,DrBeen's Clinical Practice Readiness Program (2019/2020),Shock: Pharmacological and Hemodynamic Implications,
85515,2040,DrBeen's Clinical Practice Readiness Program (2019/2020),Somatoform disorders,
85515,41,DrBeen's Clinical Practice Readiness Program (2019/2020),Spinal Cord Anatomy (Part 1),
85515,832,DrBeen's Clinical Practice Readiness Program (2019/2020),Spinal Cord Arrangement,
85515,770,DrBeen's Clinical Practice Readiness Program (2019/2020),Spinal Cord Development,
85515,1332,DrBeen's Clinical Practice Readiness Program (2019/2020),Spinothalamic Tracts,
85515,1968,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcal Gastroenteritis,
85515,2027,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcal Infective endocarditis,
85515,1977,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcal Scalded Skin Syndrome,
85515,2035,DrBeen's Clinical Practice Readiness Program (2019/2020),Staphylococcal skin infections,
